      330E+00  0.10898E+00  0.10265E+00  0.96573E-01  0.90903E-01  0.85613E-01  0.80649E-01  0.75990E-01  0.71619E-01  0.67518E-01  0.63670E-01  0.60060E-01  0.56673E-01  0.53494E-01  0.50510E-01  0.47708E-01  0.45077E-01  0.42606E-01
      340E+00  0.95976E-01  0.90414E-01  0.85216E-01  0.80358E-01  0.75791E-01  0.71498E-01  0.67462E-01  0.63670E-01  0.60107E-01  0.56759E-01  0.53612E-01  0.50655E-01  0.47875E-01  0.45262E-01  0.42804E-01  0.40493E-01  0.38319E-01
      350E+00  0.84692E-01  0.79925E-01  0.75461E-01  0.71256E-01  0.67296E-01  0.63569E-01  0.60060E-01  0.56759E-01  0.53651E-01  0.50727E-01  0.47975E-01  0.45384E-01  0.42946E-01  0.40650E-01  0.38489E-01  0.36453E-01  0.34535E-01
      360E+00  0.74999E-01  0.70893E-01  0.67020E-01  0.63366E-01  0.59921E-01  0.56673E-01  0.53612E-01  0.50727E-01  0.48008E-01  0.45446E-01  0.43031E-01  0.40755E-01  0.38610E-01  0.36587E-01  0.34680E-01  0.32881E-01  0.31185E-01
      370E+00  0.66633E-01  0.63062E-01  0.59688E-01  0.56502E-01  0.53494E-01  0.50655E-01  0.47975E-01  0.45446E-01  0.43060E-01  0.40808E-01  0.38682E-01  0.36677E-01  0.34784E-01  0.32997E-01  0.31310E-01  0.29717E-01  0.28212E-01
      380E+00  0.59363E-01  0.56246E-01  0.53298E-01  0.50510E-01  0.47875E-01  0.45385E-01  0.43031E-01  0.40808E-01  0.38707E-01  0.36722E-01  0.34846E-01  0.33074E-01  0.31399E-01  0.29816E-01  0.28320E-01  0.26905E-01  0.25567E-01
      390E+00  0.53023E-01  0.50293E-01  0.47708E-01  0.45262E-01  0.42946E-01  0.40755E-01  0.38683E-01  0.36722E-01  0.34867E-01  0.33113E-01  0.31453E-01  0.29883E-01  0.28397E-01  0.26991E-01  0.25661E-01  0.24401E-01  0.23209E-01
      400E+00  0.47475E-01  0.45077E-01  0.42804E-01  0.40650E-01  0.38610E-01  0.36677E-01  0.34846E-01  0.33113E-01  0.31471E-01  0.29916E-01  0.28443E-01  0.27048E-01  0.25727E-01  0.24476E-01  0.23290E-01  0.22167E-01  0.21102E-01
      410E+00  0.42606E-01  0.40493E-01  0.38489E-01  0.36587E-01  0.34784E-01  0.33074E-01  0.31453E-01  0.29916E-01  0.28459E-01  0.27077E-01  0.25767E-01  0.24526E-01  0.23348E-01  0.22232E-01  0.21173E-01  0.20169E-01  0.19216E-01
      420E+00  0.38319E-01  0.36453E-01  0.34680E-01  0.32997E-01  0.31399E-01  0.29882E-01  0.28443E-01  0.27077E-01  0.25781E-01  0.24551E-01  0.23383E-01  0.22275E-01  0.21223E-01  0.20225E-01  0.19277E-01  0.18378E-01  0.17523E-01
      430E+00  0.34535E-01  0.32881E-01  0.31310E-01  0.29816E-01  0.28397E-01  0.27048E-01  0.25767E-01  0.24551E-01  0.23395E-01  0.22297E-01  0.21254E-01  0.20263E-01  0.19321E-01  0.18427E-01  0.17577E-01  0.16770E-01  0.16002E-01
      440E+00  0.31185E-01  0.29717E-01  0.28320E-01  0.26991E-01  0.25727E-01  0.24526E-01  0.23383E-01  0.22297E-01  0.21264E-01  0.20282E-01  0.19348E-01  0.18460E-01  0.17616E-01  0.16813E-01  0.16049E-01  0.15323E-01  0.14632E-01
      450E+00  0.28212E-01  0.26905E-01  0.25660E-01  0.24476E-01  0.23348E-01  0.22275E-01  0.21254E-01  0.20282E-01  0.19357E-01  0.18476E-01  0.17639E-01  0.16842E-01  0.16083E-01  0.15361E-01  0.14674E-01  0.14019E-01  0.13396E-01
      460E+00  0.25567E-01  0.24401E-01  0.23290E-01  0.22232E-01  0.21223E-01  0.20263E-01  0.19348E-01  0.18476E-01  0.17646E-01  0.16856E-01  0.16103E-01  0.15386E-01  0.14703E-01  0.14053E-01  0.13433E-01  0.12842E-01  0.12280E-01
      470E+00  0.23209E-01  0.22167E-01  0.21173E-01  0.20225E-01  0.19321E-01  0.18460E-01  0.17639E-01  0.16856E-01  0.16110E-01  0.15399E-01  0.14721E-01  0.14075E-01  0.13459E-01  0.12872E-01  0.12312E-01  0.11778E-01  0.11269E-01
      480E+00  0.21102E-01  0.20169E-01  0.19277E-01  0.18427E-01  0.17616E-01  0.16842E-01  0.16103E-01  0.15399E-01  0.14727E-01  0.14086E-01  0.13475E-01  0.12891E-01  0.12335E-01  0.11804E-01  0.11298E-01  0.10815E-01  0.10353E-01
      490E+00  0.19216E-01  0.18378E-01  0.17577E-01  0.16813E-01  0.16083E-01  0.15386E-01  0.14721E-01  0.14086E-01  0.13480E-01  0.12901E-01  0.12349E-01  0.11822E-01  0.11318E-01  0.10838E-01  0.10379E-01  0.99406E-02  0.95222E-02
      500E+00  0.17523E-01  0.16769E-01  0.16049E-01  0.15361E-01  0.14703E-01  0.14075E-01  0.13475E-01  0.12901E-01  0.12353E-01  0.11830E-01  0.11330E-01  0.10853E-01  0.10397E-01  0.99610E-02  0.95446E-02  0.91468E-02  0.87667E-02
      510E+00  0.16002E-01  0.15323E-01  0.14673E-01  0.14053E-01  0.13459E-01  0.12891E-01  0.12349E-01  0.11830E-01  0.11334E-01  0.10861E-01  0.10408E-01  0.99746E-02  0.95606E-02  0.91649E-02  0.87866E-02  0.84249E-02  0.80790E-02
      520E+00  0.14632E-01  0.14019E-01  0.13433E-01  0.12872E-01  0.12335E-01  0.11822E-01  0.11330E-01  0.10861E-01  0.10411E-01  0.99814E-02  0.95703E-02  0.91770E-02  0.88008E-02  0.84410E-02  0.80968E-02  0.77674E-02  0.74523E-02
      530E+00  0.13396E-01  0.12842E-01  0.12312E-01  0.11804E-01  0.11318E-01  0.10853E-01  0.10408E-01  0.99814E-02  0.95735E-02  0.91830E-02  0.88094E-02  0.84517E-02  0.81094E-02  0.77818E-02  0.74681E-02  0.71679E-02  0.68805E-02
      540E+00  0.12280E-01  0.11778E-01  0.11298E-01  0.10838E-01  0.10397E-01  0.99746E-02  0.95703E-02  0.91830E-02  0.88122E-02  0.84571E-02  0.81170E-02  0.77914E-02  0.74794E-02  0.71807E-02  0.68946E-02  0.66206E-02  0.63581E-02
      550E+00  0.11269E-01  0.10815E-01  0.10379E-01  0.99610E-02  0.95607E-02  0.91770E-02  0.88094E-02  0.84571E-02  0.81196E-02  0.77961E-02  0.74862E-02  0.71893E-02  0.69047E-02  0.66320E-02  0.63707E-02  0.61203E-02  0.58802E-02
