0.9974  4.16 12
0.9223  2.12 20
0.9669  2.73 10
0.9881  3.65 23
0.9292  3.68 12
0.9133  4.66 16
0.9731  4.45 13
0.9234  3.27 14
0.9676  3.67 11
0.9285  2.69 12
0.9697  2.47 14
0.9629  2.27 16
0.9363  3.43 12
0.9524  3.87 12
0.9217  4.18 11
0.9232  4.36 10
0.9236  2.85 12
0.9432  3.00 14
0.9217  4.37 14
0.9194  2.84 17
0.9764  2.36 17
0.9206  2.40 21
0.9354  4.98 11
0.9893  2.96 18
0.9961  3.02 10
0.9905  3.91 11
0.9237  3.35 11
0.9951  3.69 10
0.9436  3.09 11
0.9564  4.17 11
0.9763  4.52 12
0.9660  3.25 14
0.9555  3.25 10
0.9491  3.76 14
0.9149  2.68 10
0.9256  3.05 16
0.9363  5.19 11
0.9823  3.60 11
0.9874  3.14 10
0.9136  2.21 11
0.9159  2.92 10
0.9705  5.71 13
0.9146  4.06 11
0.9736  4.94 13
0.9237  4.94 10
0.9391  3.56 19
0.9371  3.63 13
0.9146  3.62 14
0.9915  3.45 20
0.9079  5.16 10
0.9746  3.47 17
0.9836  2.20 12
0.9186  5.36 11
0.9212  4.65 11
0.9298  2.51 13
0.9930  5.25 10
0.9907  5.36 10
0.9655  4.40 14
0.9850  3.28 10
0.9398  6.25 13
0.9771  3.88 16
0.9779  3.23 10
0.9912  4.95 11
0.9108  4.11 10
0.9122  3.75 11
0.9420  3.37 10
0.9261  2.59 17
0.9904  5.56 13
0.9410  3.10 13
0.9814  3.18 13
0.9859  3.99 18
0.9941  3.13 12
0.9071  4.42 11
0.9153  2.50 13
0.9209  3.84 14
0.9388  4.40 10
0.9328  4.35 10
0.9838  3.74 10
0.9874  3.83 16
0.9846  5.74 13
0.9211  4.95 10
0.9206  2.69 12
0.9517  3.27 13
0.9556  2.48 11
0.9989  3.92 19
0.9993  3.00 16
0.9356  4.20 12
0.9325  6.45 10
0.9131  3.21 12
0.9344  2.94 17
0.9093  3.37 14
0.9745  3.41 10
0.9131  4.59 19
0.9908  4.67 11
0.9908  4.00 13
0.9217  1.86 15
0.9474  5.09 11
0.9907  2.35 14
0.9935  3.21 10
0.9427  5.19 11
0.9203  6.45 10
0.9755  6.51 10
0.9202  4.79 10
0.9207  3.32 11
0.9856  3.86 10
0.9718  6.56 11
0.9893  4.62 11
0.9964  3.19 11
0.9733  5.19 20
0.9673  3.12 10
0.9977  2.86 11
0.9839  4.57 11
0.9824  1.98 15
0.9677  3.83 12
0.9337  3.40 21
0.9973  3.42 11
0.9134  3.43 12
0.9130  6.50 10
0.9629  4.87 11
0.9206  3.37 17
0.9489  8.15 16
0.9629  3.75 17
0.9791  3.53 13
0.9585  5.75 10
0.9419  2.97 10
0.9674  4.18 15
0.9868  3.74 16
0.9416  2.70 12
0.9194  2.27 18
0.9787  5.12 15
0.9679  5.35 10
0.9382  2.83 12
0.9908  2.38 18
0.9977  3.43 10
0.9495  3.83 23
0.9991  4.73 10
0.9425  2.14 10
0.9732  2.55 12
0.9491  4.50 10
0.9604  5.54 11
0.9466  2.52 17
0.9924  3.94 18
0.9461  4.55 13
0.9465  4.72 12
0.9806  7.88 15
0.9243  6.96 12
0.9675  3.03 10
0.9902  7.51 10
0.9790  3.64 11
0.9102  3.72 11
0.9696  4.12 19
0.9639  5.77 12
0.9463  2.90 10
0.9717  3.62 19
0.9748  3.02 14
0.9840  3.77 10
0.9677  2.31 22
0.9244  6.50 14
0.9664  2.81 19
0.9532  3.37 10
0.9208  3.00 10
0.9373  3.93 11
0.9333  3.61 11
0.9198  3.64 24
0.9298  3.26 16
0.9873  2.98 10
0.9759  3.24 12
0.9411  2.41 15
0.9379  3.19 21
0.9393  3.94 12
0.9822  3.95 12
0.9539  4.52 11
0.9431  3.87 10
0.9424  5.61 12
0.9308  6.08 16
0.9492  4.62 15
0.9310  4.14 15
0.9248  2.41 18
0.9553  4.94 11
0.9760  1.80 19
0.9947  3.14 11
0.9355  5.36 12
0.9431  5.19 10
0.9972  2.38 14
0.9136  5.17 11
0.9283  3.99 10
0.9526  3.14 10
0.9563  4.54 12
0.9969  2.72 19
0.9297  4.40 12
0.9798  4.56 11
0.9588  4.34 10
0.9786  3.78 18
0.9815  4.31 10
0.9112  5.79 11
0.9631  4.22 10
0.9994  2.60 10
0.9227  3.72 20
0.9393  3.06 20
0.9978  3.59 13
0.9571  3.46 12
0.9437  3.52 10
0.9953  2.70 18
0.9323  3.52 11
0.9836  2.25 15
0.9965  2.44 18
0.9972  3.15 13
0.9292  4.09 10
0.9286  2.47 19
0.9656  6.48 11
0.9316  3.00 10
0.9256  1.86 25
0.9536  4.34 11
0.9230  4.84 11
0.9776  4.98 12
0.9909  2.76 10
0.9955  3.49 11
0.9197  4.09 17
0.9840  3.99 11
0.9064  2.86 13
0.9797  3.21 13
0.9369  4.45 10
0.9299  3.72 11
0.9358  3.38 11
0.9538  3.21 10
0.9546  2.81 14
0.9614  4.82 10
0.9688  2.55 14
0.9516  2.40 15
0.9816  3.70 12
0.9970  2.82 17
0.9451  3.16 10
0.9787  3.06 12
0.9807  3.02 10
0.9086  4.78 11
0.9731  2.97 10
0.9322  4.35 12
0.9493  2.60 12
0.9719  3.61 12
0.9526  3.14 10
0.9451  5.52 11
0.9386  5.17 12
0.9065  3.01 19
0.9982  3.64 16
0.9598  4.35 10
0.9515  2.05 11
0.9806  3.51 12
0.9125  5.02 10
0.9861  4.31 10
0.9800  3.57 14
0.9527  3.83 10
0.9949  3.56 18
0.9612  5.39 10
0.9140  6.18 14
0.9536  5.89 10
0.9177  5.73 11
0.9420  4.39 18
0.9718  2.69 12
0.9095  2.10 19
0.9424  2.59 19
0.9533  4.36 14
0.9345  4.08 10
0.9943  3.86 11
0.9756  3.46 12
0.9095  2.46 12
0.9217  5.48 10
0.9635  3.41 16
0.9466  2.60 22
0.9112  4.83 15
0.9227  6.81 12
0.9565  3.47 10
0.9966  2.93 17
0.9807  4.24 13
0.9949  2.93 12
0.9763  3.90 12
0.9346  4.02 15
0.9553  2.71 11
0.9448  3.82 10
0.9420  2.93 15
0.9415  4.41 10
0.9637  5.19 12
0.9414  4.55 14
0.9990  3.90 12
0.9130  3.82 11
0.9803  4.10 10
0.9309  5.00 25
0.9832  4.23 11
0.9291  1.94 15
0.9760  3.47 18
0.9721  3.46 10
0.9795  6.13 10
0.9207  3.83 17
0.9710  4.38 18
0.9467  2.76 12
0.9471  2.39 14
0.9658  4.63 11
0.9677  2.02 12
0.9286  3.49 13
0.9208  5.12 11
0.9184  3.77 10
0.9862  3.61 15
0.9756  2.00 24
0.9394  3.99 12
0.9816  2.80 14
0.9958  2.96 18
0.9909  3.45 11
0.9158  3.34 16
0.9698  2.26 16
0.9300  3.39 11
0.9561  4.35 12
0.9989  1.94 24
0.9691  3.21 17
0.9864  5.83 19
0.9821  3.91 11
0.9522  2.90 17
0.9811  4.39 14
0.9575  4.52 19
0.9406  3.37 21
0.9247  3.09 13
0.9800  2.95 10
0.9949  3.02 15
0.9777  4.05 21
0.9826  3.54 22
0.9749  3.93 11
0.9809  2.76 13
0.9574  2.91 14
0.9445  4.71 12
0.9678  3.09 11
0.9675  3.39 10
0.9824  3.52 13
0.9773  6.32 11
0.9966  4.64 10
0.9599  2.00 20
0.9680  3.48 17
0.9540  4.86 14
0.9203  3.42 14
0.9932  3.43 23
0.9579  3.70 13
0.9821  5.31 10
0.9862  3.97 16
0.9536  4.38 11
0.9827  5.05 15
0.9880  5.38 12
0.9538  1.97 14
0.9490  4.02 12
0.9917  3.76 12
0.9857  2.67 17
0.9932  4.48 11
0.9412  3.12 10
0.9845  2.55 10
0.9255  4.34 19
0.9263  3.28 11
0.9478  4.94 10
0.9733  4.67 12
0.9393  5.53 10
0.9762  2.89 17
0.9778  4.37 13
0.9224  3.41 14
0.9192  2.54 12
0.9851  2.66 18
0.9127  2.66 17
0.9899  3.42 10
0.9310  4.23 12
0.9586  3.15 12
0.9314  4.65 15
0.9215  2.53 18
0.9906  4.50 13
0.9916  2.97 18
0.9442  4.16 13
0.9803  4.47 10
0.9274  3.49 11
0.9555  2.15 10
0.9970  3.84 11
0.9706  5.11 10
0.9581  3.57 17
0.9192  3.82 10
0.9517  3.84 11
0.9393  4.10 11
0.9946  2.69 18
0.9747  4.58 10
0.9076  3.26 12
0.9228  3.32 15
0.9257  4.10 11
0.9728  3.26 10
0.9740  4.16 11
0.9277  3.65 10
0.9932  5.28 12
0.9736  3.59 14
0.9716  4.34 14
0.9192  3.26 11
0.9599  4.79 15
0.9541  4.77 12
0.9224  2.62 11
0.9865  2.75 22
0.9719  6.24 10
0.9590  4.26 11
0.9734  3.32 10
0.9338  3.57 12
0.9587  4.28 10
0.9623  3.14 10
0.9318  4.93 11
0.9152  3.52 10
0.9331  3.70 14
0.9464  2.98 15
0.9733  2.72 11
0.9868  5.20 11
0.9198  3.70 18
0.9759  3.10 20
0.9695  4.07 22
0.9612  3.23 23
0.9298  3.47 14
0.9646  4.80 15
0.9646  2.58 10
0.9643  4.84 11
0.9325  4.06 11
0.9266  3.23 11
0.9123  5.19 17
0.9883  4.25 14
0.9713  3.95 10
0.9717  3.38 10
0.9615  4.17 15
0.9489  5.41 16
0.9582  3.71 15
0.9194  3.25 11
0.9357  5.14 17
0.9777  1.70 25
0.9798  4.79 10
0.9929  6.46 10
0.9387  2.40 20
0.9838  5.06 10
0.9927  3.35 10
0.9213  4.85 12
0.9969  2.56 17
0.9837  3.51 10
0.9948  3.94 20
0.9214  3.23 17
0.9809  6.79 10
0.9100  2.44 12
0.9738  6.11 12
0.9432  4.50 14
0.9872  3.38 12
0.9384  3.72 16
0.9823  2.34 11
0.9740  3.07 15
0.9489  2.92 12
0.9227  5.46 12
0.9926  4.22 13
0.9641  2.96 10
0.9876  4.36 11
0.9237  3.12 14
0.9674  3.68 11
0.9977  3.72 20
0.9683  5.03 17
0.9241  5.33 11
0.9393  3.60 10
0.9461  4.98 14
0.9185  5.80 12
0.9336  4.07 24
0.9702  4.77 10
0.9492  2.88 12
0.9597  3.17 10
0.9248  5.03 11
0.9485  2.57 12
0.9173  3.15 11
0.9832  3.34 11
0.9948  5.52 18
0.9603  4.80 10
0.9419  3.96 16
0.9314  2.92 11
0.9466  4.37 10
0.9689  4.92 12
0.9648  6.02 10
0.9662  4.72 12
0.9673  2.20 19
0.9187  2.99 15
0.9313  3.69 12
0.9727  3.51 12
0.9594  3.82 12
0.9960  2.99 11
0.9204  3.66 20
0.9305  4.09 10
0.9869  6.21 10
0.9898  4.13 13
0.9641  4.26 11
0.9277  3.11 10
0.9697  2.72 12
0.9107  3.04 12
0.9359  2.31 18
0.9725  5.47 10
0.9933  5.54 11
0.9606  2.84 16
0.9182  3.37 12
0.9823  2.99 10
0.9136  4.30 12
0.9088  6.39 10
0.9444  5.25 10
0.9618  3.05 16
0.9692  4.55 17
0.9619  3.95 10
0.9261  2.10 25
0.9916  3.69 10
0.9666  3.49 15
0.9133  2.34 16
0.9568  6.76 10
0.9130  3.43 13
0.9361  4.27 12
0.9663  5.32 13
0.9928  3.36 13
0.9795  3.07 10
0.9611  3.78 10
0.9401  4.61 11
0.9594  2.63 12
0.9580  5.25 12
0.9400  4.26 11
0.9442  2.56 14
0.9696  3.38 13
0.9228  3.57 11
0.9762  3.63 10
0.9377  3.79 10
0.9784  3.48 10
0.9835  3.81 10
0.9891  3.15 12
0.9158  2.79 13
0.9686  4.27 10
0.9454  4.24 10
1.0000  4.09 11
0.9697  4.30 12
0.9752  4.64 11
0.9778  4.51 13
0.9760  2.58 17
0.9962  2.98 17
0.9944  4.94 12
0.9888  3.25 11
0.9681  3.42 20
0.9645  3.58 10
0.9740  3.09 13
0.9838  3.30 18
0.9577  2.68 13
0.9442  3.46 12
0.9926  3.67 13
0.9884  5.93 11
0.9689  4.56 10
0.9861  2.34 20
0.9324  2.81 19
0.9970  3.36 12
0.9424  3.99 10
0.9911  6.74 10
0.9920  4.07 12
0.9655  5.14 11
0.9282  4.46 11
0.9795  3.88 10
0.9844  5.14 11
0.9525  2.49 21
0.9665  5.63 10
0.9789  3.53 10
0.9605  2.65 17
0.9587  3.49 13
0.9356  5.61 12
0.9188  3.40 10
0.9934  3.94 14
0.9790  4.23 10
0.9212  4.80 16
0.9443  4.56 10
0.9711  5.91 11
0.9999  2.74 12
0.9374  3.26 10
0.9544  3.60 14
0.9313  3.88 10
0.9104  3.98 10
0.9437  4.11 13
0.9388  4.28 16
0.9900  4.13 13
0.9511  2.84 15
0.9606  4.06 15
0.9247  2.73 10
0.9675  3.46 17
0.9601  8.65 14
0.9852  5.21 10
0.9094  5.40 12
0.9294  3.41 11
0.9236  4.21 18
0.9914  2.86 12
0.9964  2.68 13
0.9465  5.82 10
0.9132  2.73 16
0.9904  3.39 17
0.9161  4.88 11
0.9245  3.75 22
0.9662  3.95 10
0.9960  4.77 13
0.9110  2.68 16
0.9578  2.55 18
0.9747  5.36 11
0.9432  3.26 11
0.9834  4.24 15
0.9542  4.66 11
0.9728  4.49 11
0.9638  2.45 15
0.9121  3.83 10
0.9418  3.39 10
0.9978  2.70 20
0.9365  6.23 10
0.9973  2.32 18
0.9216  2.88 23
0.9993  2.94 10
0.9219  2.10 18
0.9656  4.21 12
0.9827  4.87 13
0.9347  2.60 12
0.9418  3.97 15
0.9483  4.40 11
0.9094  4.68 18
0.9928  4.56 10
0.9417  6.06 12
0.9602  5.07 10
0.9364  3.26 10
0.9313  4.33 11
0.9744  3.26 15
0.9736  5.93 11
0.9534  5.26 12
0.9813  4.05 10
0.9411  3.33 21
0.9990  3.23 10
0.9694  5.13 10
0.9754  2.96 12
0.9929  3.58 14
0.9857  3.31 11
0.9924  4.12 10
0.9862  4.49 10
0.9556  1.74 17
0.9866  4.87 12
0.9571  4.89 25
0.9532  2.47 17
0.9939  2.24 21
0.9911  4.17 14
0.9649  3.70 17
0.9781  2.96 11
0.9392  4.31 10
0.9195  6.20 12
0.9387  5.74 13
0.9938  2.96 17
0.9999  2.84 15
0.9756  2.79 14
0.9885  3.37 13
0.9261  3.68 15
0.9238  3.21 19
0.9480  4.31 15
0.9091  4.63 10
0.9762  3.24 11
0.9750  2.79 14
0.9893  5.58 13
0.9439  3.12 16
0.9781  2.25 12
0.9625  7.82 12
0.9775  2.94 11
0.9822  2.69 10
0.9436  2.97 13
0.9866  4.16 10
0.9877  2.48 15
0.9825  1.93 11
0.9915  5.73 13
0.9385  3.50 10
0.9652  3.19 11
0.9890  2.68 10
0.9983  8.89 10
0.9456  5.82 13
0.9762  2.93 10
0.9400  3.89 17
0.9208  2.82 17
0.9923  2.88 20
0.9738  3.84 24
0.9904  2.59 21
0.9345  3.98 13
0.9267  5.30 10
0.9463  3.58 10
0.9956  7.35 14
0.9418  3.08 11
0.9824  6.12 15
0.9621  4.02 17
0.9538  3.72 10
0.9603  4.28 10
0.9529  2.90 11
0.9353  4.61 15
0.9754  3.40 10
0.9306  7.25 10
0.9921  5.05 10
0.9668  4.02 13
0.9693  3.48 16
0.9411  3.26 10
0.9946  2.15 25
0.9843  3.30 12
0.9824  2.79 21
0.9784  9.25 10
0.9794  5.24 12
0.9793  5.22 13
0.9634  5.38 12
0.9884  3.32 14
0.9782  5.14 13
0.9357  3.22 11
0.9378  2.50 14
0.9879  4.02 12
0.9854  7.04 13
0.9081  3.13 14
0.9924  3.81 16
0.9913  3.18 12
0.9958  4.14 15
0.9863  6.72 10
0.9919  3.78 13
0.9125  5.01 13
0.9551  3.30 10
0.9973  5.99 15
0.9272  3.03 15
0.9462  3.17 14
0.9093  3.33 13
0.9954  3.22 14
0.9687  2.39 20
0.9447  3.08 15
0.9572  2.13 23
0.9917  3.19 10
0.9620  6.15 10
0.9653  5.62 11
0.9370  2.63 10
0.9612  4.99 14
0.9891  3.73 12
0.9939  9.60 11
0.9979  4.65 15
0.9450  4.34 18
0.9363  3.07 11
0.9806  1.95 13
0.9487  5.54 12
0.9235  4.58 10
0.9486  2.28 20
0.9881  3.75 11
0.9361  4.05 13
0.9783  4.52 13
0.9464  4.86 11
0.9555  4.49 12
0.9743  4.30 12
0.9535  4.09 10
0.9666  4.47 10
0.9585  6.41 10
0.9791  5.09 10
0.9282  3.04 15
0.9391  3.36 20
0.9790  4.27 12
0.9366  4.30 10
0.9616  2.60 11
0.9432  2.56 10
0.9171  3.31 15
0.9128  5.04 13
0.9063  2.08 11
0.9318  3.16 12
0.9173  2.82 15
0.9166  4.07 13
0.9085  2.41 16
0.9411  3.95 12
0.9144  4.44 12
0.9946  3.40 11
0.9107  2.23 17
0.9064  2.45 15
0.9106  2.79 25
0.9778  4.06 10
0.9710  4.46 10
0.9624  3.18 17
0.9968  2.24 12
0.9964  2.68 13
0.9600  3.26 16
0.9768  3.00 10
0.9329  4.71 11
0.9320  5.03 12
0.9740  5.68 14
0.9377  3.29 17
0.9415  3.28 15
0.9891  2.14 12
0.9463  4.65 10
0.9164  5.13 12
0.9088  3.07 11
0.9582  6.67 10
0.9086  2.37 13
0.9530  4.32 14
0.9064  3.52 10
0.9181  4.94 11
0.9930  5.09 18
0.9637  4.72 10
0.9435  2.36 10
0.9157  2.75 17
0.9787  1.88 11
0.9884  3.99 13
0.9846  3.03 21
0.9369  4.57 10
0.9491  2.97 10
0.9267  2.81 18
0.9804  5.04 13
0.9727  3.55 10
0.9553  2.89 10
0.9362  3.02 16
0.9596  4.43 10
0.9450  4.87 12
0.9447  2.47 10
0.9703  5.03 10
0.9249  5.77 12
0.9188  2.65 16
0.9566  2.92 10
0.9740  2.31 23
0.9627  2.54 13
0.9861  5.45 12
0.9863  2.98 10
0.9643  2.36 20
0.9561  3.84 10
0.9559  2.99 11
0.9093  2.95 12
0.9873  2.16 23
0.9740  3.15 10
0.9545  4.25 10
0.9852  2.78 11
0.9612  2.85 18
0.9415  4.03 10
0.9851  6.33 11
0.9440  3.64 10
