1500d0	90d0	1.030d-3
1500d0	100d0	0.745d-3
1500d0	125d0	0.238d-3
1500d0	150d0	0.393d-3
1500d0	200d0	0.342d-3
1500d0	250d0	0.762d-3
1500d0	300d0	1.967d-3
1500d0	350d0	11.215d-3
1500d0	400d0	28.869d-3
1500d0	450d0	36.205d-3
1500d0	500d0	33.100d-3
1500d0	600d0	41.836d-3
1600d0	60d0	4.325d-3
1600d0	70d0	0.946d-3
1600d0	80d0	0.995d-3
1600d0	90d0	1.024d-3
1600d0	100d0	0.953d-3
1600d0	125d0	0.198d-3
1600d0	150d0	0.287d-3
1600d0	200d0	0.322d-3
1600d0	250d0	0.475d-3
1600d0	300d0	0.944d-3
1600d0	350d0	5.122d-3
1600d0	400d0	13.136d-3
1600d0	450d0	24.331d-3
1600d0	500d0	26.636d-3
1600d0	600d0	34.230d-3
1700d0	60d0	2.804d-3
1700d0	70d0	0.705d-3
1700d0	80d0	0.794d-3
1700d0	90d0	0.905d-3
1700d0	100d0	0.867d-3
1700d0	125d0	0.240d-3
1700d0	150d0	0.206d-3
1700d0	200d0	0.305d-3
1700d0	250d0	0.331d-3
1700d0	300d0	0.580d-3
1700d0	350d0	2.696d-3
1700d0	400d0	9.355d-3
1700d0	450d0	14.543d-3
1700d0	500d0	22.634d-3
1700d0	600d0	21.474d-3
1800d0	60d0	2.575d-3
1800d0	70d0	0.430d-3
1800d0	80d0	0.435d-3
1800d0	90d0	0.580d-3
1800d0	100d0	0.599d-3
1800d0	125d0	0.250d-3
1800d0	150d0	0.193d-3
1800d0	200d0	0.293d-3
1800d0	250d0	0.265d-3
1800d0	300d0	0.411d-3
1800d0	350d0	1.421d-3
1800d0	400d0	4.866d-3
1800d0	450d0	10.005d-3
1800d0	500d0	12.326d-3
1800d0	600d0	19.663d-3
1900d0	60d0	4.069d-3
1900d0	70d0	0.426d-3
1900d0	80d0	0.323d-3
1900d0	90d0	0.376d-3
1900d0	100d0	0.414d-3
1900d0	125d0	0.237d-3
1900d0	150d0	0.203d-3
1900d0	200d0	0.308d-3
1900d0	250d0	0.315d-3
1900d0	300d0	0.370d-3
1900d0	350d0	0.974d-3
1900d0	400d0	2.890d-3
1900d0	450d0	6.653d-3
1900d0	500d0	10.159d-3
1900d0	600d0	14.603d-3
2000d0	60d0	4.423d-3
2000d0	70d0	0.475d-3
2000d0	80d0	0.316d-3
2000d0	90d0	0.341d-3
2000d0	100d0	0.376d-3
2000d0	125d0	0.238d-3
2000d0	150d0	0.211d-3
2000d0	200d0	0.355d-3
2000d0	250d0	0.445d-3
2000d0	300d0	0.454d-3
2000d0	350d0	1.121d-3
2000d0	400d0	1.991d-3
2000d0	450d0	5.356d-3
2000d0	500d0	8.277d-3
2000d0	600d0	12.422d-3
2200d0	60d0	3.961d-3
2200d0	70d0	0.393d-3
2200d0	80d0	0.261d-3
2200d0	90d0	0.257d-3
2200d0	100d0	0.270d-3
2200d0	125d0	0.216d-3
2200d0	150d0	0.205d-3
2200d0	200d0	0.405d-3
2200d0	250d0	0.364d-3
2200d0	300d0	0.597d-3
2200d0	350d0	1.027d-3
2200d0	400d0	1.716d-3
2200d0	450d0	4.036d-3
2200d0	500d0	10.568d-3
2200d0	600d0	12.640d-3
2400d0	60d0	3.175d-3
2400d0	70d0	0.373d-3
2400d0	80d0	0.229d-3
2400d0	90d0	0.216d-3
2400d0	100d0	0.239d-3
2400d0	125d0	0.173d-3
2400d0	150d0	0.179d-3
2400d0	200d0	0.367d-3
2400d0	250d0	0.358d-3
2400d0	300d0	0.531d-3
2400d0	350d0	0.966d-3
2400d0	400d0	1.456d-3
2400d0	450d0	2.063d-3
2400d0	500d0	5.754d-3
2400d0	600d0	13.606d-3
2600d0	60d0	3.304d-3
2600d0	70d0	0.377d-3
2600d0	80d0	0.229d-3
2600d0	90d0	0.210d-3
2600d0	100d0	0.207d-3
2600d0	125d0	0.150d-3
2600d0	150d0	0.157d-3
2600d0	200d0	0.345d-3
2600d0	250d0	0.370d-3
2600d0	300d0	0.505d-3
2600d0	350d0	0.897d-3
2600d0	400d0	1.359d-3
2600d0	450d0	1.498d-3
2600d0	500d0	2.652d-3
2600d0	600d0	12.469d-3
2800d0	60d0	2.289d-3
2800d0	70d0	0.355d-3
2800d0	80d0	0.227d-3
2800d0	90d0	0.200d-3
2800d0	100d0	0.196d-3
2800d0	125d0	0.140d-3
2800d0	150d0	0.146d-3
2800d0	200d0	0.327d-3
2800d0	250d0	0.368d-3
2800d0	300d0	0.530d-3
2800d0	350d0	0.910d-3
2800d0	400d0	1.309d-3
2800d0	450d0	1.275d-3
2800d0	500d0	1.678d-3
2800d0	600d0	8.093d-3
3000d0	60d0	1.347d-3
3000d0	70d0	0.312d-3
3000d0	80d0	0.199d-3
3000d0	90d0	0.173d-3
3000d0	100d0	0.169d-3
3000d0	125d0	0.120d-3
3000d0	150d0	0.124d-3
3000d0	200d0	0.262d-3
3000d0	250d0	0.346d-3
3000d0	300d0	0.532d-3
3000d0	350d0	1.001d-3
3000d0	400d0	1.489d-3
3000d0	450d0	1.168d-3
3000d0	500d0	1.443d-3
3000d0	600d0	4.485d-3
3500d0	60d0	0.962d-3
3500d0	70d0	0.251d-3
3500d0	80d0	0.157d-3
3500d0	90d0	0.130d-3
3500d0	100d0	0.119d-3
3500d0	125d0	0.079d-3
3500d0	150d0	0.082d-3
3500d0	200d0	0.115d-3
3500d0	250d0	0.129d-3
3500d0	300d0	0.196d-3
3500d0	350d0	0.445d-3
3500d0	400d0	0.757d-3
3500d0	450d0	0.987d-3
3500d0	500d0	0.963d-3
3500d0	600d0	1.380d-3
4000d0	60d0	2.045d-3
4000d0	70d0	0.427d-3
4000d0	80d0	0.227d-3
4000d0	90d0	0.176d-3
4000d0	100d0	0.154d-3
4000d0	125d0	0.094d-3
4000d0	150d0	0.089d-3
4000d0	200d0	0.137d-3
4000d0	250d0	0.151d-3
4000d0	300d0	0.180d-3
4000d0	350d0	0.405d-3
4000d0	400d0	0.676d-3
4000d0	450d0	1.039d-3
4000d0	500d0	1.226d-3
4000d0	600d0	1.473d-3
